id,name,domain,Location,LocationEmployees (Current),Employees: Growth YoY (%),Investment Stage,Last Funding Amount (USD),Investors,LinkedIn Profile (Founders/CEOs),In Energize Affinity,Employees (Current)
bedd69a6-06d9-4548-980d-c1998c43c27e,maia farms,https://maiafarms.com/,Vancouver,,,,,,,False,
163285532,Mainspring Energy,mainspringenergy.com,"Menlo Park, California",,15.59,Late Stage,258000000.0,Lineage Ventures,Adam Simpson (CPO and Founder): https://linkedin.com/in/adam-simpson-24a4265,True,430.0
1535364,Mainstream Renewable Power,mainstreamrp.com,"Dublin, Ireland",,-16.99,Other,631000000.0,SMBC,,True,342.0
d612dd29-d413-4136-813f-987797754dec,maiven,,"London, UK",,,,,,,False,
291336209,MAKA MOTORS,maka-motors.com,"Jakarta, Indonesia",,,,,,,False,
223154205,Makersite,makersite.io,"Stuttgart, Germany",,42.47,Series A,18000000.0,Hitachi Ventures,Neil Dsouza (CEO): https://linkedin.com/in/neil-dsouza-b514a6183,True,104.0
161837463,MALK Organics,malkorganics.com,"Austin, TX",,,,,,,False,
213992550,Malta,maltainc.com,"Cambridge, Massachusetts",,-16.22,Series B,50000000.0,Dustin Moskovitz,Ramya Swaminathan (Chief Executive Officer): https://linkedin.com/in/ramya-swaminathan-6a52a8b,True,31.0
acb71cfe-7df4-4008-8be0-9b1bdeb21d93,manex ai,https://manex.ai/,"Rothenberg, Germany",,,,,,,False,
263485431,Mangata Networks,mangatanetworks.com,"Phoenix, Ariz.",,,,,,,False,
288801291,MangoBoost,mangoboost.io,"Bellevue, Washington",,21.21,Series A,55000000.0,IM Capital,Dongup Kwon (CTO and Co-Founder): https://linkedin.com/in/dongup-kwon-982854236,True,80.0
ee9d0d53-d370-496b-801c-aec45aea928c,mangrove lithium,https://www.mangrovelithium.com/,Canada,,,,,,,False,
279420302,Manifest Climate,manifestclimate.com,"Toronto, Canada",,-29.55,Series A,30000000.0,influential angel investors,Laura Zizzo (Co-Founder and CEO): https://linkedin.com/in/laura-zizzo-57013110,True,31.0
44851a90-419f-40d4-bf15-a82d41249a77,manifest cyber,https://www.manifestcyber.com/,"Westport, CT",,,,,,,False,
91474b2b-b915-4d7a-9549-7be9f302a4bd,maniv,,"Tel Aviv, Israel",,,,,,,False,
288867791,ManoCap Energy,manocapenergy.com,"Accra, Ghana",,,,,,,False,
287154088,Mantel,mantelcapture.com,"Cambridge, Massachusetts",,15.0,Series A,30000000.0,Vale Ventures,Sean Robertson (Co-founder and CTO): https://linkedin.com/in/seangunnrobertson,True,23.0
70583eea-7ae9-4569-adfa-74ea958cfc4c,mantel capture,,Boston,,,,,,,False,
284078413,"Mantis Robotics, Inc",mantis-robotics.com,"San Francisco, California",,55.56,Other,5000000.0,Emerald Technology Ventures,Gerry Vannuffelen (Co-Founder & CEO): https://linkedin.com/in/gerryv,True,14.0
301252794,Mantle8,mantle8.com,San Francisco,,,,,,,False,
220163785,Manufacture 2030,manufacture2030.com,"Oxford, United Kingdom",,,,,,,False,
47b8dbf6-527f-401b-b015-8a58c5f16e08,mapon,https://www.mapon.com/,"Riga, Latvia",,,,,,,False,
292527495,Marathon Fusion,marathonfusion.com,"San Francisco, CA",,,,,,,False,
295709588,MARCELYN GOW,servo-la.com,"Hannover, Germany",,,,,,,False,
223994383,MarineLabs,marinelabs.io,"Saanich, Canada",,13.04,Seed,4500000.0,Seaspan Shipyards,Clayton Hiles (Co-Founder): https://linkedin.com/in/clayton-hiles-3645a641,True,26.0
262723770,Marvel Fusion,marvelfusion.io,"Munich, Germany",,,,,Possible Ventures,"Pasha Shabalin (Co-founder, SVP Technology Integration): https://linkedin.com/in/pasha-shabalin-a582199",True,
f8d65697-09fb-439a-8bfa-da1a0d5f4e76,masdar,,"San Diego, CA",,,,,,,False,
289738149,Mast Reforestation,mastreforest.com,"Seattle, Washington",,-35.71,Series B,25000000.0,Gaingels,Grant Canary (CEO): https://linkedin.com/in/grantcanary,True,45.0
290756299,Matereal Base Website,matereal.co,"Vaulx-en-Velin, France",,25.0,Seed,4500000.0,One Small Planet,Jacqueline Ros Amable (CEO & cofounder): https://linkedin.com/in/jacqueline-ros,True,15.0
0fd5ae4b-5af8-497f-afe5-0dd3d8a07e61,material evolution,https://materialevolution.com/,"Middlesbrough, U.K.",,,,,,,False,
283757201,Materials Nexus,materialsnexus.com,"Littleport, United Kingdom",,38.89,Seed,2570960.0,High-Tech Gründerfonds,Jonathan Bean (Co-Founder & CEO): https://linkedin.com/in/jonathan-bean-2b7670128,True,25.0
0e6e677f-43d4-45e5-93a6-c6569aa6a5a0,materra,,"London, UK",,,,,,,False,
291879155,Mati Carbon Removals,mati.earth,"Houston, Texas",,0.0,,,,Shantanu Agarwal (Founder): https://linkedin.com/in/shantanuagarwal,True,19.0
9e69f79c-bf4e-498b-a66c-d55265e2fc33,matoha,,"London, England",,,,,,,False,
58f4cbfb-d45f-41b9-a18f-c2002c3cb401,matr foods,,"Copenhagen, Denmark",,,,,,,False,
263284171,MatrixSpace,matrixspace.com,"San Francisco, California",,17.65,Series A,10000000.0,Raptor Group,Jose Martinez Lorenzo (Co-Founder): https://linkedin.com/in/jose-martinez-lorenzo-6471ab165,True,60.0
9643e637-1a84-4528-98bb-cca1b5b482ae,matteco,https://matteco.com/,"Valencia, Spain",,,,,,,False,
2b81eefc-2b2f-4b28-a79f-2afb9f877841,matter intelligence,,Los Angeles,,,,,,,False,
e128954a-05e2-45a2-8b59-453aa262868d,matter motors,,"Ahmedabad, India",,,,,,,False,
289307172,Mattiq,mattiq.com,"Skokie, Illinois",,9.09,Seed,15000000.0,Material Impact,Jeff Erhardt (Chief Executive Officer): https://linkedin.com/in/jefferhardt,True,12.0
6e97ab61-958c-450b-a776-10e4e8e25680,matx,https://matx.ai/,"Mountain View, CA",,,,,,,False,
293445470,Mavarick,mavarick.ai,"Limerick, Ireland",,77.78,,1491750.0,,,True,16.0
5d6c7563-ee9e-4162-aef4-77d1a4b85d7d,maverick metals,https://maverickmetals.com/,"San Antonio, TX",,,,,,,False,
04e3ef38-08c7-46a0-b612-a31b92b6c5dc,maxem,https://maxem.com/,"Amsterdam, Netherlands",,,,,,,False,
163287885,Maxterial,maxterial.com,"Pleasanton, CA, U.S.",,,,,,,False,
263635520,May Mobility,maymobility.com,"Ann Arbor, Michigan",,-2.62,Series D,105000000.0,SPARX Group,Edwin Olson (CEO): https://linkedin.com/in/edwin-olson-6644387,True,297.0
287752266,Maya Climate,maya-climate.com,"Berlin, Germany",,-44.44,Seed,1200000.0,High-Tech Gründerfonds (HTGF),Christian-Hauke Poensgen (Co-Founder): https://linkedin.com/in/christian-hauke-poensgen,True,5.0
e22fbbf7-aadc-4ac5-ad0f-18115f28285a,maymaan research,,"Hollywood, LA",,,,,,,False,
291856945,MCi Carbon,mcicarbon.com,"Mayfield West, Australia",,,,,,,False,
1687951,Measurabl,measurabl.com,"San Diego, California",,-20.89,Series D,93000000.0,industry and professional investors,Matt Ellis (Chief Executive Officer): https://linkedin.com/in/measurabl,True,178.0
224943362,Measurable,measurable.energy,"Reading, United Kingdom",,11.43,Series A,4800000.0,Roger Ferguson,Dan Williams (Co-Founder and CEO): https://linkedin.com/in/danwilliams10,True,39.0
200347272,Meatable,meatable.com,"Amsterdam, Netherlands",,,,,,,False,
223169806,Meati Foods,meati.com,"Chicago, Illinois",,-22.38,Series C,100000000.0,Revolution,Tyler Huggins (CEO and Co-Founder): https://linkedin.com/in/tylerhuggins,True,111.0
0d469ce3-b8f9-4718-8996-81a1504e05b7,mediconnect,,"Toronto, Canada",,,,,,,False,
fa4a9c76-7197-44fa-92a2-b25b50fa976c,mediterranean food lab,https://medfoodlab.com/,"Tel Aviv, Israel",,,,,,,False,
220045315,MeduSoil,medusoil.com,"Lausanne, Switzerland",,,,,,,False,
225196213,Melonfrost,melonfrost.com,"Brooklyn, New York",,,,,,,False,
02896ce7-2bf7-4cd5-8bf6-38f385337cab,meloon,,"Berlin, Germany",,,,,,,False,
291800046,membion gmbh,membion.com,"Roetgen, Germany",,,,,,,False,
197472077,Membrion,membrion.com,"Seattle, Washington",,,,,,,False,
220547709,Memfault,memfault.com,"San Francisco, California",,-11.94,Series B,24000000.0,5G Open Innovation Lab,François Baldassari (CEO): https://linkedin.com/in/francois-baldassari,True,59.0
60ca5ef2-3043-446c-a560-75100570bb32,menlo microsystems,https://www.menlomicro.com/,"Irvine, CA",,,,,,,False,
7be1a6cb-72dd-4907-9419-c0e25fb3c339,merlin labs,https://merlinlabs.com/,"Boston, MA",,,,,,,False,
63718018-a648-4c5c-903e-f99ded1caaa8,merlin solar,,"San Jose, CA",,,,,,,False,
9b5eca98-aa75-406d-831c-dd255cedc220,mermade seafoods,,Israel,,,,,,,False,
91a899f8-1f89-4857-966b-981e06ff5fbb,meroxa,https://www.meroxa.com/,"San Francisco, CA",,,,,,,False,
284490542,Metafuels,metafuels.ch,Zürich,,,,,,,False,
263419936,Stream Hyperspectral Imagery in Real-Time,metaspectral.com,"Vancouver, Canada",,,,,,,False,
286382168,Metastable Materials,metastable.in,"Bengaluru, India",,,,,,,False,
143639176,Meteomatics,meteomatics.com,"Saint Gallen, Switzerland",,26.85,Series C,22000000.0,U.S.-based renewables and utility company,"Paul Walsh (CEO, North America): https://linkedin.com/in/paulewalsh",True,137.0
282418461,metergrid,metergrid.de,"Stuttgart, Germany",,75.0,Seed,2700000.0,German footballer Mario Götze,Martin Lowinski (Co-Founder & Geschäftsführer): https://linkedin.com/in/molowinski,True,42.0
a534f9cd-fd8a-48dc-9684-736ff3a376d1,methanex,,Canada,,,,,,,False,
142373614,Metal Oxide Technologies,metoxtech.com,"Houston, Texas",,17.74,Series B,15000000.0,New System Ventures,Lou Castellani (Founder and Chairman Emeritus): https://linkedin.com/in/lou-castellani-47386b12,True,73.0
204008416,METRON,metronlab.com,"Paris, France",,-8.27,Series A,10000000.0,Financière Fonds Privés,MARCO DONATELLI (CEO Brasil): https://linkedin.com/in/marco-donatelli-8a617017,True,122.0
286441641,METYCLE,metycle.com,"Cologne, Germany",,33.33,Series A,14100000.0,DFF Ventures,Sebastian Brenner (Co-Founder): https://linkedin.com/in/sebastian-brenner-925b981,True,24.0
dbe859e5-148a-445c-8cd1-f8ffcc001fc4,mga thermal,https://mgathermal.com/,"Tomago, Australia",,,,,,,False,
bf870261-74af-4b57-8f6a-42cfe394e52f,mi terro,,"City of Industry, CA",,,,,,,False,
149471332,MiAlgae,mialgae.com,"Edinburgh, Scotland",,,,,,,False,
1ca91cb5-2482-421e-96d5-c5750be71d35,michroma,,"Rosario, Argentina",,,,,,,False,
5cd1ed7c-6d0b-4f0b-a6c1-d6c0f7830a0f,microcaps,,"Wagistrasse, Switzerland",,,,,,,False,
1736459,MicroGen Biotech,microgenbiotech.com,Ireland,,,,,,,False,
9a0ef6e6-aa1d-4d25-bcec-f2e9e46adbdf,microharvest,,"Hamburg, Germany",,,,,,,False,
223646759,Micronic Technologies,micronictechnologies.com,"Richmond, VA",,,,,,,False,
af30292a-dc5f-4bfb-87dc-2c3b49457f34,micropep,https://www.micropep.com/,"Auzeville-Tolosane, France",,,,,,,False,
4fa308cf-f120-4f5f-8ee1-a90daecfa70f,microshare,,"Philadelphia, PA",,,,,,,False,
258d1552-654f-4c88-b4eb-f03a50a5ff9e,microverse,,"San Francisco, CA",,,,,,,False,
138206752,Mighty Buildings,mightybuildings.com,"Oakland, California",,-35.04,Series A,52000000.0,Bold Capital Partners,Slava Solonitsyn (CEO and Co-founder): https://linkedin.com/in/solonitsyn,True,89.0
3e9cabb8-5a34-4177-865b-06d85d95abc9,millow,,"Västra Frölunda, Sweden",,,,,,,False,
45be96de-4a07-4f70-b6a7-aec86bc2db00,minesto,https://www.minesto.com/,"Kriebitzsch, Germany",,,,,,,False,
263022025,Minimum,minimum.eco,"London, United Kingdom",,20.0,,2708100.0,,Chris Winchurch (Co-Founder): https://linkedin.com/in/chris-winchurch-b841856a,True,30.0
c7f36124-dc9d-4c3b-aaa2-056c2b0d1447,mining giants bhp and rio tinto,,Australia,,,,,,,False,
8f1dc41a-0f12-4978-a71f-f4196b4333b3,minus global,,Canada,,,,,,,False,
284098932,Minus Works,minusworks.com,"Long Island, N.Y.",,,,,,,False,
282662794,Minviro,minviro.com,"London, United Kingdom",,-6.12,Other,2530332.0,,Xiaoyu Yan (Co-Founder & Scientific Advisor): https://linkedin.com/in/xiaoyu-yan-33853b2b,True,46.0
295897744,Miresso,miresso.co.jp,"Misawa City, Japan",,,,,,,False,
a02a6fa4-8545-4064-ad58-1496d8808349,mirico,https://www.mirico.co.uk/,"Didcot, England",,,,,,,False,
220511856,mirSense,mirsense.com,"Orsay, France",,,,,,,False,
223967508,Miru Smart Technologies,mirucorp.com,"Vancouver, Canada",,10.0,Series A,20000000.0,Business Development Bank of Canada,Curtis Berlinguette (CEO & Co-founder): https://linkedin.com/in/berlinguette,True,55.0
ab4f4a68-9e0d-4107-a572-bea187be8be0,miruku,,"Palmerston North, New Zealand",,,,,,,False,
8c58179a-f457-4ab0-8d80-fefe54d9cffc,misfits market,https://www.misfitsmarket.com/,"Philadelphia, PA",,,,,,,False,
282433792,Mission Zero Technologies,missionzero.tech,"London, UK",,,,,,,False,
1b50261e-d7ad-45f9-a109-1c7ef43c2283,mitico,https://www.mitico.com/,"Los Angeles, CA",,,,,,,False,
223142855,Mitiga Solutions,mitigasolutions.com,"Barcelona, Spain",,17.65,Series A,13250000.0,CREAS Impacto,"Alejandro Marti, PhD (CEO & Co-Founder): https://linkedin.com/in/alejandromarti",True,80.0
70b4d0e8-48f7-4d13-89cb-90b9252c3819,mito material solutions,https://mitomaterials.com/,"Indianapolis, IN",,,,,,,False,
f98666c0-1341-44c7-9f07-ff2e7ae9e525,mitra chem,https://www.mitrachem.com/,"Houston, TX",,,,,,,False,
c9b1ec1a-7241-4a38-892f-aa65ed5d9cc9,mitra future technologies,,"Mountain View, CA, U.S.",,,,,,,False,
7212bc3a-8498-4b11-84ed-c0708bd76ca8,mitti labs,,"Mumbai, India",,,,,,,False,
213998769,Mixergy Ltd.,mixergy.co.uk,"Thame, United Kingdom",,14.29,Series C,9200000.0,IP Group,Pete Armstrong (CEO): https://linkedin.com/in/pete-armstrong-45039136,True,48.0
c2f4c014-3043-4688-a67b-c0b9274bf88c,mn8 energy,,"New York City, NY",,,,,,,False,
786d3a0c-2f98-4aa9-a252-9c27ca04c6ad,moa foodtech,https://moafoodtech.com/,"Noain, Spain",,,,,,,False,
362cf87c-cfbf-4126-ba0e-1699d5da24f4,moa technology,,UK,,,,,,,False,
279461546,MobilityPlus,mobilityplus.be,"Ghent, Belgium",,-3.9,,40000000.0,Concentra,Luc Opdebeeck (President & CEO): https://linkedin.com/in/lucopdebeeck,True,74.0
34be03f1-e441-40d9-bcfe-bd81c2c034c4,mocean energy,,"City of Edinburgh, UK",,,,,,,False,
161816522,Modern Electron,modernelectron.com,"Bothell, Washington",,0.0,Series B,30000000.0,IRONGREY,Tony Pan (CEO & Co-founder): https://linkedin.com/in/tony-pan-1487a73,True,10.0
75058799-945e-4111-9e5c-7e04cf977218,modern hydrogen,,"Woodinville, WA",,,,,,,False,
0aac3b2f-6ad4-4996-95f1-666a0b116003,modern meadow,https://modernmeadow.com/,"New York, NY",,,,,,,False,
5d2d831d-f2ef-4845-b017-47536f50bdbe,modern milkman,,UK,,,,,,,False,
e2ce6530-68dd-4e15-9f0a-e06e44baa4cc,modern synthesis,https://www.modernsynthesis.com/,London,,,,,,,False,
293700218,Modo Energy,modo.energy,"Birmingham, United Kingdom",,34.88,Series A,3700000.0,existing investors,,True,58.0
221255107,Modulous,modulous.com,"London, United Kingdom",,0.0,Series A,11500000.0,Patrizia-backed Sustainable Future Ventures (SFV),,True,9.0
8b28b4d1-be78-4a42-abcf-434ee4394d9b,modulus labs,,"Stanford, Calif.",,,,,,,False,
112510980,Modvion,modvion.com,Sweden,,,,,,,False,
280148399,moEVing,moeving.com,India,,,,,,,False,
6ab9e1bd-2995-41e8-9e16-25c3c397cbc6,moeving urban technologies,,India,,,,,,,False,
ed685a0e-f74a-44b0-81bf-01f9a3905073,mof technologies,https://moftechnologies.com/,UK,,,,,,,False,
2c3763df-7414-404e-95df-5b7b652029a4,moixa,https://www.moixa.com/,UK,,,,,,,False,
155611282,Moleaer,moleaer.com,"Carson, CA",,,,,,,False,
287731491,Molten Industries,moltenindustries.com,"Oakland, CA, U.S.",,,,,,,False,
ee75a49f-6057-4011-b845-53342dee5df3,molten salt solutions,,"Santa Fe, NM",,,,,,,False,
295218564,Molyon,molyon.com,"Cambridge, U.K.",,,,,,,False,
283272195,Mombak,mombak.com,"None, Brazil",,46.88,Debt,17000000.0,Canada Pension Plan Investment Board,Peter Fernandez (Co-founder and CEO): https://linkedin.com/in/petermfernandez,True,47.0
99af04e8-5ee0-43c1-a260-276a693252d7,moment energy,https://momentenergy.com/,"Coquitlam, Canada",,,,,,,False,
291867163,Momentick,momentick.com,"Tel Aviv, Israel",,,,,,,False,
d50a33f2-b833-4e06-a02f-05338a4ed553,momentum technologies,,"Dallas, Texas",,,,,,,False,
288849438,Mona Lee,monalee.co,"Boston, MA",,-4.76,Seed,3250000.0,Shrug VC,Akarshan Kumar (Co-Founder & Head of Product): https://linkedin.com/in/akarshan-kumar-b41ab128,True,40.0
281162684,Monaire,monaire.ai,"Madison, Wisconsin",,35.71,Seed,3500000.0,Tom Kuo,Rahul Subramany (Co-Founder): https://linkedin.com/in/rahul-subramany-8343b140,True,19.0
7c647eb2-bb8b-496d-adb2-317cefca63d8,monalee,,"Boston, MA",,,,,,,False,
223206079,Monarch Tractor,monarchtractor.com,"Livermore, CA",,,,,,,False,
89194232-eb26-4363-a999-664269457a30,monogoto,https://www.monogoto.com/,"Palo Alto, CA",,,,,,,False,
284386218,Monta,monta.com,"Copenhagen, Denmark",,6.81,Series B,80000000.0,Pale Blue Dot,Peter Bardenfleth-Hansen (Advisor & Angel Co-Founder): https://linkedin.com/in/peter-bardenfleth-hansen-0846111,True,298.0
293759151,montamo,montamo.com,"Berlin, Germany",,33.33,Seed,2100000.0,several renowned angel investors,Alexander Böhm (Co-Founder): https://linkedin.com/in/alexander-boehm3,True,20.0
291632553,Montauk Climate,montaukclimate.com,"New York, New York",,25.0,,8500000.0,Sheel Tyle,,True,10.0
292470114,Monterra (formerly CarbEngage),monterra.ai,"San Francisco, California",,50.0,Seed,2500000.0,Future Climate Venture Studio,Kelson Reiss (Co-Founder & CPO): https://linkedin.com/in/kelson-reiss,True,9.0
280232431,Montinutra,montinutra.com,"Kuhmo, Finland",,,,,,,False,
285305016,Monumo,monumo.com,"Cambridge, United Kingdom",,3.03,Seed,10500000.0,undisclosed angels,Dominic Vergine (CEO and Co-Founder): https://linkedin.com/in/dominic-vergine-18ab1917,True,34.0
278518533,Moolec Science,moolecscience.com,"Warwick, UK",,,,,,,False,
c030fa58-8b6c-47db-b0c6-5c13f7a197d5,moonrider,,"Bangalore, India",,,,,,,False,
300264643,Moonwatt,moonwatt.com,Amsterdam,,,,,,,False,
c630aa55-a406-4a8c-9f36-e4b808465f4b,morgan stanley infrastructure partners,,"New York, New York",,,,,,,False,
74a0ffdb-20de-4ec2-8bc5-e8eea115c942,morgan stanley investment management,https://www.morganstanley.com/,New York,,,,,,,False,
282985563,Morrow Batteries,morrowbatteries.com,"Oslo, Norway",,,,,,,False,
bd13010c-d6b6-48c5-bef9-876b780fbae9,mosa meat,https://www.mosameat.com/,Netherlands,,,,,,,False,
1586296,Mosaic,joinmosaic.com,"Oakland, California",,-3.21,Series C,220000000.0,Obvious Ventures,"Steve Richmond (Co-founder (COO, CFO)): https://linkedin.com/in/steverichmond",True,181.0
295460665,Mosaic Building Group,mosaicgroupmi.com,"Phoenix, AZ",,,,,,,False,
279070513,Moss.Earth,moss.earth,"São Paulo, Brazil",,-67.92,Series A,10000000.0,Arrington Capital,,True,17.0
7d226bf4-6122-46c4-bd76-711c045a1ab5,mote hydrogen,https://motehydrogen.com/,"Los Angeles, CA",,,,,,,False,
cf8985e5-4f32-44e2-be7e-4924555eb187,motion ventures,,Singapore,,,,,,,False,
79200b33-6ade-4d44-9ccf-40462ba59d7c,motiv power systems,,"Foster City, CA",,,,,,,False,
7898fb66-1976-4a54-b267-c00b57e72b38,move energy,,"Amsterdam, Netherlands",,,,,,,False,
079115f3-9b17-4bfa-9719-2d960fbc1128,movener,,"Santiago, Chile",,,,,,,False,
286407310,Movopack,movopack.com,"Milan, Italy",,,,,,,False,
262941725,Mobile Power Solutions,moxionpower.com,"Richmond, CA",,,,,,,False,
222180481,Moxxie Ventures,moxxie.vc,"San Francisco, U.S.",,33.33,Investment Fund,95000000.0,,,True,8.0
278330693,MP Materials,mpmaterials.com,"Las Vegas, Nevada",,6.09,Public Markets,,Hancock Prospecting,,True,331.0
6f7d8c36-c748-4c51-b024-ccca4b74be21,mpower technology,,"Albuquerque, NM",,,,,,,False,
ee001654-4814-40de-b9db-c65280d8a6d1,mpower ventures,,"Zürich, Switzerland",,,,,,,False,
289049693,MTA E-Mobility,mtaev.com,India,,,,,,,False,
262874292,Muddy Machines,muddymachines.com,UK,,,,,,,False,
726e80a3-0462-4c5d-bbf5-808fb92dceb9,muffin green finance,,"New Delhi, India",,,,,,,False,
289752214,Mufin Green Finance,mufingreenfinance.com,"New Delhi, India",,,,,,,False,
288795320,Muir AI,muir.ai,"Seattle, Washington",,8.33,Seed,3250000.0,Soma Capital,Peter Williams (Co-Founder): https://linkedin.com/in/peter-joseph-williams,True,13.0
33307c29-5983-4dcc-a175-8418d043ac19,multus,,"London, UK",,,,,,,False,
532e556c-9652-4b9e-a5da-d8929d87bd5a,mundi ventures,,"Madrid, Spain",,,,,,,False,
285559737,Munro® - Electric 4x4 Vehicles,munro-ev.com,"Scotland, UK",,,,,,,False,
282019734,Muon Space Site,muonspace.com,"Mountain View, California",,49.37,Series B,56703000.0,Congruent VC,Dan McCleese (Co-Founder & Chief Scientist): https://linkedin.com/in/dan-mccleese-11b180211,True,118.0
740eb31c-dc73-4866-adbb-0c3f61b138d3,mush foods,https://mushfoods.com/,"Tel Aviv, Israel",,,,,,,False,
223180541,Mycocycle,mycocycle.com,"Bolingbrook, Illinois",,16.67,Seed,3600000.0,Closed Loop Partners’ Ventures Group,,True,14.0
4854b43b-2ead-4511-88eb-eeacb0bf3264,mycotechnology,,"Denver, CO",,,,,,,False,
c416add6-8a06-4fa3-84ef-3436377ca604,mycoworks,https://www.mycoworks.com/,"San Francisco, CA",,,,,,,False,
222229597,myenergi,myenergi.com,"Binbrook, United Kingdom",,-7.1,Debt,36771600.0,HSBC UK,Pete Rowse (Non Executive Director & Chairman of Audit Committee): https://linkedin.com/in/pete-rowse-4873721,True,170.0
284568792,MyFOREST FOODS,myforestfoods.com,"Green Island, N.Y.",,,,,,,False,
a902b65f-15bd-4672-a2ae-85330cc30c0f,myjoulebox,,France,,,,,,,False,
289733312,MyLight150,mylight150.com,"Lyon, France",,,,,,,False,
288637242,Myodenovo,myodenovo.com,"Durham, NC",,,,,,,False,
48ef24e7-d909-4f1e-8437-f8e510b9ba54,myoworks,,India,,,,,,,False,
124906749,Myriota,myriota.com,"Adelaide, Australia",,,,,,,False,
225106359,Myst AI,myst.ai,"San Francisco, California",,-50.0,Series A,6000000.0,Valo Ventures,Pieter Verhoeven (Co-Founder & CEO): https://linkedin.com/in/pjverhoeven,True,1.0
